Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
11:09:53,SLEV,1409,1731,2334,3011,3300
11:09:53,OSTAT,494,831,1437,1879,2107
11:10:03,NEWORD,1384,2553.5,53487,175384,247541
11:10:03,PAYMENT,1156,1958.5,63051,204142,377137
11:10:03,DELIVERY,2636,3988,36219,67255,67255
11:10:03,SLEV,1523,2090,3302,4455,4455
11:10:03,OSTAT,583,881,1339,1489,1489
11:10:13,NEWORD,1360,1961,3090,101977,184695
11:10:13,PAYMENT,1063,1495,2348,100334,247847
11:10:13,DELIVERY,2290,2901.5,4131,169351,194094
11:10:13,SLEV,1452,1633,2333,2870,3047
11:10:13,OSTAT,466,704.5,1037,1435,1563
11:10:23,NEWORD,1307,1889,2912,98420,206946
11:10:23,PAYMENT,1072,1468,2452,164057,262659
11:10:23,DELIVERY,2334,2865,3774,38111,100566
11:10:23,SLEV,1410,1588,1991,2408,2755
11:10:23,OSTAT,502,719,1004,1185,3418
11:10:33,NEWORD,1350,1960,3553,176015,317670
11:10:33,PAYMENT,1065,1502,2601,102259,288111
11:10:33,DELIVERY,2418,3044,4296,9396,146444
11:10:33,SLEV,1394,1606,2204,2927,173406
11:10:33,OSTAT,474,720,1213,1483,1711
11:10:43,NEWORD,1437,2832.5,81069,204580,291906
11:10:43,PAYMENT,1181,1674,53401,208209,246240
11:10:43,DELIVERY,2551,4153.5,54209,232657,232657
11:10:43,SLEV,1404,1746.5,2333,2670,2670
11:10:43,OSTAT,503,717,1218,1358,1358
11:10:53,NEWORD,1684,2866,9817,200075,339742
11:10:53,PAYMENT,1162,1610,2839,155022,255455
11:10:53,DELIVERY,2946,3926,5629,208851,247809
11:10:53,SLEV,1377,1601,2050,2430,2618
11:10:53,OSTAT,468,670,1048,1126,1158
11:11:03,NEWORD,1801,2730,21178,210017,473761
11:11:03,PAYMENT,1051,1604,84526,208829,259520
11:11:03,DELIVERY,2850,3612,4367,4481,4526
11:11:03,SLEV,1441,1709.5,2421,2622,2622
11:11:03,OSTAT,528,758,1479,1817,1891
11:11:13,NEWORD,1677,2594,4217,142366,219554
11:11:13,PAYMENT,1102,1608.5,2980,177150,246770
11:11:13,DELIVERY,2559,3453.5,5432,85816,217515
11:11:13,SLEV,1404,1711,2497,2539,2697
11:11:13,OSTAT,526,730.5,1122,1166,1195
11:11:23,NEWORD,1739,4858,533095.5,742255,770023
11:11:23,PAYMENT,1262,4113,225510,576833,813012
11:11:23,DELIVERY,3330,3933,183191,183191,183191
11:11:23,SLEV,1588,1826,2136,2136,2136
11:11:23,OSTAT,993,993,993,993,993
11:11:33,NEWORD,1681,2685.5,580960,781670,783807
11:11:33,PAYMENT,1177,1869.5,302267,758088,871346
11:11:33,DELIVERY,2927,3176.5,24738,24738,24738
11:11:33,SLEV,1515,1654.5,1828,1828,1828
11:11:33,OSTAT,526,746.5,998,998,998
11:11:43,NEWORD,1651,3064.5,538520,783280,790572
11:11:43,PAYMENT,1185,1989,270313,737714,772646
11:11:43,DELIVERY,2791,5091,768891,768891,768891
11:11:43,SLEV,1635,1849,2538,2538,2538
